response_num,"For the packages that you have used, how do you rate your level of proficiency? [HoloViews]","For the packages that you have used, how do you rate your level of proficiency? [Panel]","For the packages that you have used, how do you rate your level of proficiency? [GeoViews]","For the packages that you have used, how do you rate your level of proficiency? [Datashader]","For the packages that you have used, how do you rate your level of proficiency? [hvPlot]","For the packages that you have used, how do you rate your level of proficiency? [Colorcet]","For the packages that you have used, how do you rate your level of proficiency? [Param]","For the packages that you have used, how do you rate your level of proficiency? [Lumen]","How did you hear about this survey?
[select all that apply]",What field do you work in?,"What is your subfield (for example ""Geosciences"")?",What title best characterizes your role when using HoloViz tools?,"On what type of systems do you work?
[select all that apply]","What potential changes to our documentation do you think would most improve the new user experience? Here are some suggestions, but feel free to write-in your own.
[select all that apply]","What kinds of data do you commonly use?
[select all that apply]","What file formats do you work with?
[select all that apply]","Where are your datasets stored?
[select all that apply]","How large are your datasets?
[select all that apply]","What do you typically do with data?
[select all that apply]",What was the first HoloViz Tool that you used?,For how long have you used HoloViz tools?,"What data library/structure do you commonly use with HoloViz?
[select all that apply]","What other packages do you use alongside HoloViz tools?
[select all that apply]","What notebook environment do you use when working with HoloViz tools?
[select all that apply]","How do you share your HoloViz work with others?
[select all that apply]","If you share live, running Python apps, what frameworks and platforms do you use?
[select all that apply]",How was your documentation experience when you were a new HoloViz user?,"For the documentation sites that you have used, rate the overall content effectiveness. [HoloViews]","For the documentation sites that you have used, rate the overall content effectiveness. [Panel]","For the documentation sites that you have used, rate the overall content effectiveness. [GeoViews]","For the documentation sites that you have used, rate the overall content effectiveness. [Datashader]","For the documentation sites that you have used, rate the overall content effectiveness. [hvPlot]","For the documentation sites that you have used, rate the overall content effectiveness. [Colorcet]","For the documentation sites that you have used, rate the overall content effectiveness. [Param]","For the documentation sites that you have used, rate the overall content effectiveness. [Lumen]",How important is improving the visual design of this package's documentation site to your experience?,"Have you checked out the tutorial on HoloViz.org? If so, in what forms have you experience it?",Which specific HoloViz package have you used the most?,"For the package that you selected, rank the type of documentation that we should focus on improving to help you most right now? [Beginner tutorials]","For the package that you selected, improvement to what documentation topics would you most benefit from?","For hvPlot, how often do you use each API? [.hvPlot]","For the package that you selected, rank the type of documentation that we should focus on improving to help you most right now? [Advanced tutorials]","For the package that you selected, rank the type of documentation that we should focus on improving to help you most right now? [‘How-to’ recipes for specific tasks]","For the package that you selected, rank the type of documentation that we should focus on improving to help you most right now? [Reference API]","For the package that you selected, rank the type of documentation that we should focus on improving to help you most right now? [Explanation of concepts and design]","For the package that you selected, rank the type of documentation that we should focus on improving to help you most right now? [Domain examples]","For hvPlot, rank the type of documentation that we should focus on improving to help you most right now? [Beginner tutorials]","For hvPlot, rank the type of documentation that we should focus on improving to help you most right now? [Advanced tutorials]","For hvPlot, rank the type of documentation that we should focus on improving to help you most right now? [‘How-to’ recipes for specific tasks]","For hvPlot, rank the type of documentation that we should focus on improving to help you most right now? [Reference API]","For hvPlot, rank the type of documentation that we should focus on improving to help you most right now? [Explanation of concepts and design]","For hvPlot, rank the type of documentation that we should focus on improving to help you most right now? [Domain examples]","For hvPlot, improvement to which documentation topics would you most benefit from?
[select all that apply]","For hvPlot, how often do you use each API? [.interactive]","For hvPlot, how often do you use each API? [.explorer]","If you have used both hvPlot and HoloViews, which do you prefer for data exploration?","What resources have you used for debugging your HoloViz issues?
[select all that apply]","For Panel, rank the type of documentation that we should focus on improving to help you most right now? [Beginner tutorials]","For Panel, rank the type of documentation that we should focus on improving to help you most right now? [Advanced tutorials]","For Panel, rank the type of documentation that we should focus on improving to help you most right now? [‘How-to’ recipes for specific tasks]","For Panel, rank the type of documentation that we should focus on improving to help you most right now? [Reference API]","For Panel, rank the type of documentation that we should focus on improving to help you most right now? [Explanation of concepts and design]","For Panel, rank the type of documentation that we should focus on improving to help you most right now? [Domain examples]","For Panel, improvement to which specific documentation topics would you most benefit from?
[select all that apply]","For Panel, how often do you use each API? [Reactive functions (panel.bind or @panel.depends)]","For Panel, how often do you use each API? [Interactive functions (panel.interact)]","For Panel, how often do you use each API? [Parameterized Classes (@param.depends)]","For Panel, how often do you use each API? [Callbacks (param.watch)]","For HoloViews, rank the type of documentation that we should focus on improving to help you most right now? [Beginner tutorials]","For HoloViews, rank the type of documentation that we should focus on improving to help you most right now? [Advanced tutorials]","For HoloViews, rank the type of documentation that we should focus on improving to help you most right now? [‘How-to’ recipes for specific tasks]","For HoloViews, rank the type of documentation that we should focus on improving to help you most right now? [Reference API]","For HoloViews, rank the type of documentation that we should focus on improving to help you most right now? [Explanation of concepts and design]","For HoloViews, rank the type of documentation that we should focus on improving to help you most right now? [Domain examples]","For HoloViews, improvement to which documentation topics would you most benefit from?
[select all that apply]","If you have used both hvPlot and HoloViews, which do you prefer for data exploration?.1","If you have asked a question or posted something online about HoloViz (for example, on our Discourse, Stack Overflow, or GitHub), how satisfied or dissatisfied were you with responsiveness?","What development activities would help you most right now? 
[select all that apply]",Is there anything else we can do to make your experience better?,How likely are you to recommend HoloViz to a friend or colleague? ,Would it be ok for us to follow up with you about your responses?,"What plotting backend do you use with hvPlot? Reminder: a plotting backend is the package that hvPlot uses to generate a plot, and the default is Bokeh.
[select all that apply]","What plotting packages do you use with Panel?
[select all that apply]","What plotting backend do you use with HoloViews? Reminder: a plotting backend is the package that HoloViews uses to generate a plot.
[select all that apply]","When using Python packages, do you benefit if a package has used type hints and declarations in their code?","Where do you write Python scripts when working with HoloViz tools?
[select all that apply]",How important is improving the visual design of the hvPlot documentation site to your experience?,How important is improving the visual design of the Panel documentation site to your experience?,How important is improving the visual design of the HoloView documentation site to your experience?
10,4,4,4,4,4,2,3,2,Twitter,Consulting,Public transportation,Data Scientist,"Cloud, Personal laptop","Create a guide on choosing the most appropriate package to work with, Create examples of when and how to switch between different packages, Hard to learn about best practices, when to switch to holoviews from hvplot, which panel API to use etc.","N Dimensional (Xarray, NumPy, etc.), Tabular/Columnar (Pandas, etc.)","CSV, Parquet","Blob / Object Storage, Local filesystem, Network filesystem, SQL database","KBs, MBs, GBs, TBs","Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards, Gather and clean data, Report statistical results",GeoViews,1 - 3 years,"GeoPandas, Pandas","Bokeh, GeoPandas, Pandas, SciPy, scikit-learn, statsmodels",Jupyter Lab,"Exported HTML, Exported images, Internally hosted apps, Screenshot images","Amazon Web Services, Microsoft Azure",2.0,,,,,,,,,,"I downloaded the tutorial notebooks and ran them locally, I watched a guided talk through the tutorial",hvPlot,,,5 - All the time,,,,,,4,7 - Highest priority,,3,6,5,"Creating subplots, Comparing APIs, Custom styling, Geographic data, Layouts, Statistical plots, Streaming data, Timeseries data, Using widgets, Working with other HoloViz packages",3,1 - Never,hvPlot,"GitHub Issues, HoloViz Discourse, HoloViz Documentation, Stack Overflow",,,,,,,,,,,,,,,,,,,,,"Better documentation, Bug fixes, New features, Performance improvements","panel 1.0 roadmap sounds amazing, keep up the good work :)",10.0,Yes,Bokeh,,,I don't know,VS Code,3.0,,
11,2,2,2,1 - Beginner,2,2,3,,Twitter,Healthcare,Medical Physics,Applied Scientist,"Desktop workstation, Personal laptop","Create a guide on choosing the most appropriate package to work with, Create a short tutorial for each individual package, Create examples of when and how to switch between different packages, Improve the reference API material with examples and type declarations","N Dimensional (Xarray, NumPy, etc.), Tabular/Columnar (Pandas, etc.)","HDF5, JSON, DICOM","Blob / Object Storage, HDFS, Local filesystem, Network filesystem","MBs, GBs","Analyze and explore data, Build and share interactive visualizations/dashboards, Gather and clean data",Panel,1 - 3 years,"GeoPandas, NumPy, Pandas","Bokeh, GeoPandas, NumPy, Pandas, SciPy, scikit-learn, statsmodels",Jupyter Lab,"Exported images, Entire notebooks, Screenshot images","MyBinder, PyScript",2.0,3,3,2,,2,2,2,,,"I downloaded the tutorial notebooks and ran them locally, I read through the tutorial on HoloViz.org",Panel,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Discourse, HoloViz Documentation",,4,3,1 - Lowest priority,2,,"Authentication, Building custom components, Comparing APIs, Composing templates, App responsivity, Working with other HoloViz packages",2,,3,3,,,,,,,,,Somewhat satisfied,"Better documentation, More examples in my domain","A dashboarding book with chapters from different ""experts"" on different domain topics and techniques would be amazing.",10.0,Yes,,Bokeh,,No,"PyCharm, Spyder, Sublime",,2.0,
12,3,2,2,2,3,,1 - Beginner,1 - Beginner,Twitter,Government,transport,Data Scientist,"Cluster, Desktop workstation, Personal laptop","Create a short tutorial for each individual package, Create examples of when and how to switch between different packages, Improve the reference API material with examples and type declarations","N Dimensional (Xarray, NumPy, etc.), Network Graph, Tabular/Columnar (Pandas, etc.)","CSV, JSON, Parquet","Local filesystem, Network filesystem, SQL database","MBs, GBs","Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards, Create visualizations for publication, Gather and clean data, Report statistical results",HoloViews,1 - 3 years,"NetworkX, Pandas, Xarray","Bokeh, Matplotlib, NetworkX, SciPy, scikit-learn, statsmodels, Xarray",Jupyter Lab,"Exported HTML, Exported images, Internally hosted apps, Entire notebooks","Apache, voila, panel, jupyter hub",2.0,3,3,2,3,3,,,,,I downloaded the tutorial notebooks and ran them locally,HoloViews,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Discourse, HoloViz Documentation, Stack Overflow",,,,,,,,,,,,1 - Lowest priority,3,4,,2,,"Applying customizations using the options system, Custom interactivity, Debugging, Deploying or exporting, Dynamic generation of data and elements (DynamicMaps), Element containers (Layout, Overlay, HoloMap, etc), Multi-dimensional array data, Streaming data, Semantic annotations of data (Type, Dimensions, etc), Timeseries data, Working with other HoloViz packages",hvPlot,,"Better documentation, Bug fixes, More examples in my domain, New features",,9.0,No thanks,,,"Bokeh, Matplotlib",Yes,Vim,,,4.0
13,4,4,4,2,4,1 - Beginner,2,1 - Beginner,Twitter,Government,Environment and Climate Change,Data Scientist,"Cluster, Desktop workstation, HPC system, Personal laptop","Create a guide on choosing the most appropriate package to work with, Create a short tutorial for each individual package, Create examples of when and how to switch between different packages, Improve the reference API material with examples and type declarations","N Dimensional (Xarray, NumPy, etc.), Tabular/Columnar (Pandas, etc.)","CSV, HDF5, JSON, Zarr","Network filesystem, SQL database","MBs, GBs, TBs, PBs","Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards, Create visualizations for publication, Report statistical results",Panel,Less than 6 months,Xarray,"Bokeh, Dask, GeoPandas, Matplotlib, NumPy, Pandas, Plotly, PyTorch, Xarray","Jupyter Notebook, Jupyter Lab, VS Code Notebook","Externally hosted apps, Internally hosted apps, Entire notebooks, Screenshot images",,4.0,4,4,3,,4,,3,,,"I downloaded the tutorial notebooks and ran them locally, I launched the tutorial on cloud infrastructure (e.g. mybinder.org), I read through the tutorial on HoloViz.org, I watched a guided talk through the tutorial",Panel,,,,,,,,,,,,,,,,,,,HoloViz Discourse,1 - Lowest priority,7 - Highest Priority,6,5,3,4,"Comparing APIs, Defining links with Javascript, Deploying or exporting, Working with other HoloViz packages",5 - All the time,1 - Never,3,1 - Never,,,,,,,,,Somewhat satisfied,"More examples in my domain, New features",I want to see more A-Z examples (Docker Container - Panel Server - HvPlot - GeoViews) and more documentation on how to compose more complicated apps (interact with file system and change depending on the input). My stack is largely geospatial so I want more xarray and geoviews options and support as well as better tutorials on how to dynamically create inputs and bind them to plots.,10.0,Yes,,Bokeh,,Yes,Vim,,1.0,
14,,1 - Beginner,,,,,,,Twitter,Finance,data science ,Data Scientist,"Cloud, Personal laptop",Create a short tutorial for each individual package,"N Dimensional (Xarray, NumPy, etc.), Tabular/Columnar (Pandas, etc.)","CSV, Parquet",Local filesystem,GBs,"Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards",Panel,Less than 6 months,"NumPy, Pandas","Bokeh, Matplotlib, NumPy, Pandas",Jupyter Lab,Internally hosted apps,"Flask, SSH",2.0,,2,,,,,,,,"I read through the tutorial on HoloViz.org, I watched a guided talk through the tutorial",Panel,,,,,,,,,,,,,,,,,,,"GitHub Issues, Stack Overflow",2,3,4,,,,"Building custom components, Custom layout",2,,3,,,,,,,,,,Somewhat satisfied,"Better documentation, More examples in my domain",,9.0,No thanks,,Matplotlib,,Yes,VS Code,,4.0,
15,3,3,3,4,4,1 - Beginner,3,1 - Beginner,Twitter,Academic Research,Climate,Research Scientist,"Cloud, Personal laptop","Create a guide on choosing the most appropriate package to work with, Create a short tutorial for each individual package, Improve the reference API material with examples and type declarations","N Dimensional (Xarray, NumPy, etc.)","CSV, HDF5, Zarr",Local filesystem,"GBs, TBs","Analyze and explore data, Build and share interactive visualizations/dashboards",hvPlot,1 - 3 years,Xarray,"Bokeh, Dask, Xarray",Jupyter Notebook,Entire notebooks,,2.0,2,3,,2,2,,,,,I downloaded the tutorial notebooks and ran them locally,hvPlot,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,Neither satisfied nor dissatisfied,"New features, Performance improvements",,7.0,No thanks,,,,No,VS Code,,,
16,3,3,1 - Beginner,2,2,1 - Beginner,1 - Beginner,1 - Beginner,Twitter,Research & Development (Non-academic),Physics,Research Scientist,"Cloud, Personal laptop","Improve the reference API material with examples and type declarations, Redesign the appearance and story of homepages","Tabular/Columnar (Pandas, etc.)","CSV, HDF5, Parquet","HDFS, SQL database","MBs, GBs","Analyze and explore data, Create visualizations for publication, Report statistical results",HoloViews,Less than 6 months,"NumPy, Pandas","Matplotlib, NumPy, Pandas, Plotly, SciPy",Jupyter Notebook,Exported images,Openshift,3.0,3,3,,2,4,,,,,I read through the tutorial on HoloViz.org,Panel,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Discourse, HoloViz Documentation",4,5,2,7 - Highest Priority,6,1 - Lowest priority,"Composing templates, Custom styling, Custom layout, Deploying or exporting, Application interactivity workflow ",3,3,3,3,,,,,,,,,,Better documentation,,8.0,Yes,,"Matplotlib, Plotly",,Yes,VS Code,,3.0,
17,1 - Beginner,5 - Advanced,,,,3,5 - Advanced,,HoloViz discourse,Academic Research,Spectroscopy / Imaging,Software Engineer/Developer,Desktop workstation,"Create a guide on choosing the most appropriate package to work with, Create examples of when and how to switch between different packages, Improve the reference API material with examples and type declarations","N Dimensional (Xarray, NumPy, etc.)","CSV, HDF5","Local filesystem, Network filesystem","MBs, GBs","Analyze and explore data, Create visualizations for publication",Colorcet,More than 3 years,"NumPy, Pandas","Bokeh, Matplotlib, NumPy, Pandas",I don't use notebooks,Internally hosted apps,Nginx,2.0,,4,,,,,5 - Very Effective,,,I downloaded the tutorial notebooks and ran them locally,Panel,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Discourse, HoloViz Documentation",3,4,6,5,7 - Highest Priority,2,"Composing templates, Debugging, App responsivity",1 - Never,1 - Never,5 - All the time,3,,,,,,,,,Somewhat dissatisfied,"Better documentation, Performance improvements",The new param documentation is fantastic! Especially the design / overview stuff,8.0,No thanks,,"Bokeh, Matplotlib",,Yes,PyCharm,,3.0,
18,2,1 - Beginner,1 - Beginner,1 - Beginner,1 - Beginner,1 - Beginner,1 - Beginner,1 - Beginner,Twitter,Government,Material science,Research Scientist,"Cluster, HPC system, Personal laptop",Improve the reference API material with examples and type declarations,"Tabular/Columnar (Pandas, etc.)",CSV,Local filesystem,"MBs, GBs",Analyze and explore data,HoloViews,1 - 3 years,Pandas,"NumPy, Pandas, SciPy, statsmodels","Jupyter Lab, VS Code Notebook","Exported images, Screenshot images",,2.0,2,,,,,,,,,,HoloViews,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Documentation, Stack Overflow",,,,,,,,,,,,2,1 - Lowest priority,7 - Highest Priority,6,5,4,"Deferring transformations of data, Dynamic generation of data and elements (DynamicMaps), Element containers (Layout, Overlay, HoloMap, etc), Multi-dimensional array data",,,Better documentation,,7.0,No thanks,,,Bokeh,I don't know,VS Code,,,2.0
19,3,2,1 - Beginner,2,3,3,,,Word of mouth,Technology,,Data Scientist,"Cloud, Personal laptop","Create examples of when and how to switch between different packages, Improve the reference API material with examples and type declarations, A real life dataset along with different sub tutorials to showcase each of these (cross colab of tools)","N Dimensional (Xarray, NumPy, etc.), Streaming, Tabular/Columnar (Pandas, etc.)","CSV, HDF5, Parquet","Blob / Object Storage, HDFS, Network filesystem, SQL database","GBs, TBs","Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards, Create visualizations for publication, Gather and clean data, Report statistical results, End to end analysis, deployment and modelling ",hvPlot,6 months - 1 year,"Dask.Array, Dask.DataFrame, GeoPandas, NumPy, Pandas","Bokeh, Dask, Matplotlib, NumPy, Pandas, Plotly, SciPy, scikit-learn, statsmodels",PyCharm Notebook,"Exported HTML, Externally hosted apps, Internally hosted apps, Screenshot images","Amazon Web Services, Flask, Heroku",3.0,3,2,1 - Not Effective,1 - Not Effective,3,2,,,,I read through the tutorial on HoloViz.org,HoloViews,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Documentation",,,,,,,,,,,,2,,,,,,"Custom interactivity, Deploying or exporting, Dynamic generation of data and elements (DynamicMaps), Streaming data, Timeseries data, Working with other HoloViz packages",HoloViews,Neither satisfied nor dissatisfied,"More examples in my domain, Performance improvements",,9.0,Yes,,,"Bokeh, Matplotlib",Yes,PyCharm,,,5.0
20,1 - Beginner,2,1 - Beginner,1 - Beginner,3,1 - Beginner,1 - Beginner,1 - Beginner,Twitter,Technology,,Research Scientist,"Cloud, Desktop workstation","Create a guide on choosing the most appropriate package to work with, Create examples of when and how to switch between different packages","Streaming, Tabular/Columnar (Pandas, etc.)","CSV, JSON, Parquet","Blob / Object Storage, Local filesystem, Network filesystem, SQL database, Websocket data streaming","MBs, GBs, TBs","Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards, Create visualizations for publication, Report statistical results",hvPlot,Less than 6 months,"NumPy, Pandas","Bokeh, Matplotlib, NumPy, Pandas, Plotly, SciPy, scikit-learn, Streamlit",VS Code Notebook,"Externally hosted apps, Internally hosted apps, Entire notebooks","Amazon Web Services, Django, Flask, Google Cloud Platform, Linode",4.0,3,4,3,3,4,3,3,3,,"I downloaded the tutorial notebooks and ran them locally, I read through the tutorial on HoloViz.org",hvPlot,,,4,,,,,,1 - Lowest priority,5,6,3,7 - Highest priority,4,"Custom styling, Layouts, Streaming data, Using widgets, Working with other HoloViz packages",2,2,hvPlot,"GitHub Issues, Stack Overflow",,,,,,,,,,,,,,,,,,,,Neither satisfied nor dissatisfied,"New features, Performance improvements",,6.0,No thanks,"Bokeh, Matplotlib",,,Yes,VS Code,2.0,,
21,2,2,,,2,1 - Beginner,,,Twitter,Research & Development (Non-academic),Molecular Modelling,Research Scientist,Desktop workstation,"Create a guide on choosing the most appropriate package to work with, Improve the reference API material with examples and type declarations","Tabular/Columnar (Pandas, etc.)",CSV,Local filesystem,GBs,"Analyze and explore data, Build and share interactive visualizations/dashboards",HoloViews,1 - 3 years,"NumPy, Pandas","Bokeh, Matplotlib, NumPy, Pandas, scikit-learn, statsmodels",Jupyter Lab,"Exported HTML, Internally hosted apps",,3.0,3,3,,,3,4,,,,I downloaded the tutorial notebooks and ran them locally,HoloViews,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Documentation, Stack Overflow",,,,,,,,,,,,6,4,5,2,7 - Highest Priority,3,Debugging,HoloViews,,Better documentation,,7.0,Yes,,,Bokeh,Yes,VS Code,,,2.0
22,1 - Beginner,1 - Beginner,1 - Beginner,1 - Beginner,2,,,,Pangeo gitter,Academic Research,Meteorology ,Software Engineer/Developer,"Cluster, Cloud, Desktop workstation, Personal laptop","Create a guide on choosing the most appropriate package to work with, Create a short tutorial for each individual package, Create examples of when and how to switch between different packages","N Dimensional (Xarray, NumPy, etc.)",HDF5,"HDFS, Local filesystem, Network filesystem","MBs, GBs, TBs","Analyze and explore data, Build and share interactive visualizations/dashboards, Create visualizations for publication",hvPlot,1 - 3 years,"GeoPandas, Xarray","Bokeh, Dask, GeoPandas, Matplotlib, NumPy, SciPy, scikit-learn, Xarray","Jupyter Notebook, Jupyter Lab",Entire notebooks,I don't know,3.0,3,3,3,3,3,,,,,"I read through the tutorial on HoloViz.org, tried to follow up with own code",hvPlot,,,5 - All the time,,,,,,4,7 - Highest priority,6,1 - Lowest priority,2,3,"Creating subplots, Custom styling, Geographic data, Multi-dimensional array data, Plotting with different backends, Timeseries data, Using widgets",1 - Never,1 - Never,hvPlot,"GitHub Issues, Stack Overflow",,,,,,,,,,,,,,,,,,,,,Better documentation,Keep up the good work! ,9.0,Yes,Bokeh,,,I don't know,PyCharm,4.0,,
23,2,2,2,2,3,1 - Beginner,1 - Beginner,2,Twitter,Academic Research,Environmental Science,Research Scientist,"Cloud, Desktop workstation, Personal laptop","Create a guide on choosing the most appropriate package to work with, Create examples of when and how to switch between different packages, Improve the reference API material with examples and type declarations","N Dimensional (Xarray, NumPy, etc.), Tabular/Columnar (Pandas, etc.)","CSV, HDF5, JSON, netCDF, geoTIFF","Blob / Object Storage, Local filesystem",GBs,"Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards",hvPlot,6 months - 1 year,"Pandas, Xarray","Dask, GeoPandas, Intake, Pandas, scikit-learn, TensorFlow, Xarray","Jupyter Notebook, Jupyter Lab, PyCharm Notebook","Exported HTML, Exported images, Entire notebooks, Screenshot images",Microsoft Azure,3.0,4,4,2,,4,,,,,,hvPlot,,,5 - All the time,,,,,,7 - Highest priority,,,,,,"Geographic data, Multi-dimensional array data, Plotting with different backends, Timeseries data, Using widgets, Working with other HoloViz packages",3,1 - Never,hvPlot,"GitHub Issues, HoloViz Gitter",,,,,,,,,,,,,,,,,,,,,More examples in my domain,Thanks for creating the Survey. The Holoviews ecosystem is amazing!,10.0,Yes,Bokeh,,,Yes,PyCharm,5.0,,
24,3,3,1 - Beginner,3,2,1 - Beginner,3,1 - Beginner,Twitter,Technology,,Software Engineer/Developer,"HPC system, Personal laptop","Create examples of when and how to switch between different packages, Improve the reference API material with examples and type declarations","N Dimensional (Xarray, NumPy, etc.), Tabular/Columnar (Pandas, etc.)","CSV, Parquet, Zarr","Local filesystem, SQL database",GBs,"Analyze and explore data, Build and share interactive visualizations/dashboards",Datashader,More than 3 years,"Dask.DataFrame, Pandas","Bokeh, Dask, Pandas","Jupyter Notebook, Jupyter Lab, VS Code Notebook","Internally hosted apps, Entire notebooks","Django, Flask",4.0,3,4,,4,3,,3,,4.0,I read through the tutorial on HoloViz.org,Datashader,,,,5,4,,3,,,,,,,,,,,,"GitHub Issues, Stack Overflow",,,,,,,,,,,,,,,,,,,,Somewhat satisfied,More examples in my domain,,8.0,No thanks,,,,Yes,"Sublime, VS Code",,,
25,,5 - Advanced,,,,,,,HoloViz blog,Technology,Quant Developer,Software Engineer/Developer,"Desktop workstation, Personal laptop",,"N Dimensional (Xarray, NumPy, etc.)","CSV, JSON","Local filesystem, Network filesystem","MBs, GBs","Analyze and explore data, Build and share interactive visualizations/dashboards",Panel,6 months - 1 year,"NumPy, Pandas","Bokeh, Matplotlib, NumPy, Pandas, scikit-learn, TensorFlow",Jupyter Lab,Internally hosted apps,"Nginx, SSH",4.0,,4,,,,,,,,"I downloaded the tutorial notebooks and ran them locally, I read through the tutorial on HoloViz.org",Panel,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Discourse, HoloViz Documentation",2,7 - Highest Priority,4,6,5,3,"Custom styling, Deploying or exporting",5 - All the time,1 - Never,5 - All the time,5 - All the time,,,,,,,,,Somewhat satisfied,"Better documentation, Performance improvements",,10.0,Yes,,"Bokeh, Custom ipywidgets visualizations built internally",,Yes,VS Code,,5.0,
26,2,3,,2,2,2,2,,Twitter,Education,Data science ,Professor/Instructor,"Cluster, Cloud, Personal laptop","Create a short tutorial for each individual package, Redesign the appearance and story of homepages, My experience was that the pages in the docs were not as connected as I would have liked. I also found that there was a lot of assumed knowledge and developer jargon where many things where not explained from zero. There are also many examples not showing or not being interactive  ","Tabular/Columnar (Pandas, etc.)","CSV, HDF5, JSON, Parquet",Local filesystem,"KBs, MBs, GBs","Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards, Create visualizations for publication, Gather and clean data, Report statistical results",HoloViews,1 - 3 years,"NumPy, Pandas","Bokeh, NumPy, Pandas, Plotly, SciPy, scikit-learn, Altair",Jupyter Lab,Exported HTML,Heroku,1.0,2,2,,2,2,3,2,,,I read through the tutorial on HoloViz.org,Panel,,,,,,,,,,,,,,,,,,,"GitHub Issues, HoloViz Discourse, HoloViz Documentation, Stack Overflow",7 - Highest Priority,5,4,3,6,2,None of these and more clear info and examples on the key concepts ,2,3,2,3,,,,,,,,,Somewhat satisfied,Better documentation,The. 14 release of panel looks extremely slick! I hope it will bring interactive docs as well,7.0,Yes,,Vega/Altair,,I don't know,"Vim, VS Code",,3.0,
27,3,3,2,4,,4,2,,Twitter,Research & Development (Non-academic),Data Science,Data Scientist,"Cloud, Desktop workstation, Personal laptop",Improve the reference API material with examples and type declarations,"N Dimensional (Xarray, NumPy, etc.), Tabular/Columnar (Pandas, etc.)","CSV, JSON, Parquet, NetCDF","Blob / Object Storage, Local filesystem, Python Pickle",GBs,"Analyze and explore data, Create visualizations for publication, Gather and clean data, Report statistical results, build out viz capabilities for internal software",HoloViews,More than 3 years,"Dask.DataFrame, GeoPandas, NumPy, Pandas, Xarray","Dask, GeoPandas, Matplotlib, NumPy, Pandas, Xarray",Jupyter Notebook,"Exported HTML, Entire notebooks",Amazon Web Services,3.0,2,3,3,4,,4,,,3.0,I didn't know this existed,Datashader,2,more examples / explanation about hooking outputs directly into matplotlib,,6,7 - Highest priority,3,1 - Lowest priority,5,,,,,,,,,,,"HoloViz Documentation, Stack Overflow",,,,,,,,,,,,,,,,,,,,Very satisfied,"Better documentation, More examples in my domain, New features","No, I think you guys are ""doing things right."" Any negative commentary / difficulty on my end stems more from the complexity of what you are doing and the broad utility it has (which makes it incredibly difficult to document everyone's use cases), but the efforts to improve are definitely making the packages / ecosystem better.",10.0,Yes,,,,Yes,PyCharm,,,
28,4,3,1 - Beginner,3,4,1 - Beginner,3,1 - Beginner,HoloViz blog,Research & Development (Non-academic),,Data Scientist,"Cluster, Cloud, Personal laptop","Create a guide on choosing the most appropriate package to work with, Create a short tutorial for each individual package, Create examples of when and how to switch between different packages","N Dimensional (Xarray, NumPy, etc.), Streaming, Tabular/Columnar (Pandas, etc.)","CSV, HDF5, JSON, Parquet","HDFS, Local filesystem, Network filesystem, Python Pickle, SQL database","MBs, GBs, TBs","Analyze and explore data, Build and deploy models, Build and share interactive visualizations/dashboards, Create visualizations for publication, Gather and clean data, Report statistical results",HoloViews,6 months - 1 year,"NumPy, Pandas","Bokeh, NumPy, Pandas, SciPy, scikit-learn","Jupyter Notebook, VS Code Notebook","Internally hosted apps, Entire notebooks",I don't know,2.0,3,2,2,3,3,2,2,2,,"I read through the tutorial on HoloViz.org, I watched a guided talk through the tutorial",hvPlot,,,5 - All the time,,,,,,5,7 - Highest priority,6,3,4,2,"Creating subplots, Layouts, Multi-dimensional array data, Network graphs, Statistical plots, Streaming data, Timeseries data, Using widgets, Working with other HoloViz packages",3,2,hvPlot,"HoloViz Discourse, HoloViz Documentation, Stack Overflow",,,,,,,,,,,,,,,,,,,,Somewhat satisfied,"Better documentation, Bug fixes, More examples in my domain, New features, Performance improvements",3D plots ,8.0,Yes,Bokeh,,,I don't know,VS Code,5.0,,
